,,,,Hundred Hooks,,,,,,,,,,,,,,,,,,,
LAT,LAT_D,LONG,LONG_D,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
40,S,145,E,,,,,,,,,,,,,,,,,,,,
40,S,150,E,16024.08,18785.63,37579.43,36444.16,20920.55,18690.57,17329.15,27104.28,20983.93,19504.54,18690.65,12936.16,3753.63,6328.03,7406.01,7793.72,3067.8,6530.19,8243.25,5009.14
40,S,155,E,37614.79,53719.17,58316.78,53995.4,36424.94,34436.27,24417.98,40353.42,64939.54,70341.65,65559.96,38086.87,18064.14,19089.09,32814.76,35147.25,30018.05,29156.51,38092.15,28198.3
40,S,160,E,14137.25,43352.37,30676.47,35118.56,18862.43,23023.08,12300.29,21925.91,10463.46,14585.01,18476.61,10931.98,848.68,,3361.47,10800.73,3359.1,6921.35,14116.62,10361.95
40,S,165,E,,6721.53,15285.46,8400.87,9745.75,2714.88,,2320,6533.03,,,1390,,,,,,,,
40,S,170,E,,,,827.65,9281.06,5398.39,10076.79,10365.52,2263.27,976.4,,,,,,,,,,
40,S,175,E,17604.39,20578.75,15609,28320.11,44244.43,30991.59,47252.82,50918.14,51941.42,37447.52,25803.27,26977.78,17645.36,15073.83,16509.15,19255.19,21747.3,14148.27,14931.7,15341.2
40,S,135,W,,,,,,,1055.67,5039.13,916.2,9719.53,2595.32,1054.2,,,,,,,,
40,S,140,W,,,,,1428.02,1016.53,4588.57,996.3,1566.57,10391.32,2577.12,5986.4,,3355,1243.01,,,,,
40,S,145,W,,4501.34,3116.68,12293.91,12687.74,2880.17,945.98,,,11822.24,2592.26,5633.54,,,2160.2,,,,,
40,S,150,W,,9726.28,6029.96,4782.47,19163.58,16024.78,7889.13,,,11739.03,4056.61,2545.96,,,3791.15,,,,,
40,S,155,W,,8571.3,4865.5,,6009.73,1991.73,1750,,,13201.48,5333.47,1544.6,2307,,4755.94,,,,,
40,S,160,W,,,1344.98,,,,,,827.59,19116.99,13898.66,2935.23,900,,877.29,,,,,
40,S,165,W,,,,,,,,,14131.09,11159.75,7798.64,2097.14,,,,,,3239.5,,
40,S,170,W,,,,,,,,1500.43,8698.76,7185.01,,,958,,,,,,,
40,S,175,W,,,,,,,,,1682.97,,,,,,1100,,,,,
40,S,180,W,,,,1960.09,,2551.61,1798,,2870.21,2009.76,,,,,,,,3179,3333.78,
45,S,140,E,,,,,,,,,,,,,,,,,,,,
45,S,145,E,45215.14,12810.96,5863.24,5505.27,2222.67,,,,1025.86,,,,,,,,,,,
45,S,150,E,877.92,5012.05,23016.32,35187.47,53383.06,44899.43,88715.48,86285.97,59635.88,32932.21,26906.34,10775.87,10768.86,8859.8,4663.7,2979.6,13460.62,17131.32,7785.37,12015.15
45,S,155,E,,,,13567.67,31698.93,9598.16,14123.43,6295.19,,1954.27,3474.77,,3187.92,3718.44,3860.4,10152.22,7939.71,9503.21,28608.33,22198.49
45,S,160,E,,,,,,,,4589.11,,2369.57,,,,,1874.75,,1579.02,,,1071.8
45,S,165,E,11021.77,943.28,7012.71,8299.94,8220.36,7092.17,6327.64,8680.7,11932.92,20366.35,5324.55,4927.81,9745.9,6269.05,6780.98,4093.41,4060.69,9729.46,8150.27,11128.02
45,S,170,E,6782.53,,,,,,,,,,,,,,,,,900.79,,3750.2
45,S,175,E,,,,,,1026.11,5994.04,12778.99,23615.18,13077.44,1028.66,,,,,,,,,
45,S,135,W,,,,,,,,6588.12,5727.42,3344.75,1022.2,2924.6,,,,,,,,
45,S,140,W,,2466.74,,,,,,4783.43,4805.59,6226.4,966.99,4303.5,,,,,,,,
45,S,145,W,,,,,,877.69,,935.79,908.63,2617.95,,3779.6,,,,,,,,
45,S,150,W,,2377.84,1051.45,,1283.62,3384.3,,3999.36,,1738.85,,2058.6,,,,,,,,
45,S,155,W,,,,,,3132.23,,,,,,992,,,,,,,,
45,S,160,W,,,,,,,,,,882.44,,,,,,,,,,
45,S,165,W,,,,,,,,,,1408.81,,,,,,,,,,
45,S,170,W,,,,,,,,,,1177,,,,,,,,,,
45,S,175,W,,,,,,,,,,,,,,,,,,,,
45,S,180,W,,,,,,,,,,,,,,,,,,,,
50,S,145,E,,,,,,,,,,,,,,,,,,,,
50,S,150,E,,,,,,,,,,,,,,,,,,,,
50,S,155,E,,,,,,,,,,,,,,,,,,,,
50,S,160,E,,,,,,,,,,,,,,,,,,,,
50,S,165,E,10501.87,2655.53,3819.57,2748.22,5962.79,2597.87,3254.97,5844.79,5352.88,6041.94,1940.01,1273.09,1321.76,4230.44,1011.9,2013.63,1948.15,,,
50,S,170,E,,,4184.99,828.22,1961.38,941.47,1568.27,,,,,,,,,,,,,
